id,date,tradeName,legalName,city,areaWithInCity,landlineNumber,mobileNumber,contactPerson,website,socialMediaLinks,about,about_us,logo,likes,tradeLicense,listingAgreement,featured,createdAt,updatedAt,userId
02cb6bae-eeaa-479d-bf68-c79a81f7cec7,2021-06-06T17:45:54.319Z,Brics,Brics Electrical Trading LLC,Abu Dhabi,Musaffah Industrial m9,97125533614,971553645012,Laiju Sebastian,http://www.bricselectrical.com/,"""{}""",Please fill me,Please fill me,1623176011208.jpeg,0,"","",false,2021-06-06 17:47:58.782000,2021-06-08 18:13:31.000000,0cf392ea-16ff-414e-adb5-a2656757ec00
02fa200e-2911-4ccd-8790-852abda71039,2021-01-27T16:20:58.807Z,Al Thabit,Al Thabit Bldg. Mat & Paints. Tr,Sharjah,Industrial Area 17,97167682362,971554347004,Harees,"","""{\""location\"":\""https://goo.gl/maps/iZScPWjvNMKYkEbp6\""}""",Welcome to Al Thabit Building Mat & Paints Trading. We supply all type of paints including decorative paints and we provide a wide range of products with the highest level of quality to our customers at a very competitive pricing.,Welcome to Al Thabit Building Mat & Paints Trading. We supply all type of paints including decorative paints and we provide a wide range of products with the highest level of quality to our customers at a very competitive pricing.,1611764954643.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-04-23 12:46:42.000000,7f9908fe-a02b-4a54-97fb-90259b31fc1f
030d0528-7551-43b9-9601-69844827718d,2021-02-25T19:57:09.467Z,Bait Al Tasmim,Bait Al Tasmim Ceramic Trading,Sharjah,Industrial Area 4,97165520010,971528666146,Ahmed Hanafi,"","""{\""location\"":\""https://goo.gl/maps/AqjqQJsNvgrZtWhC6\""}""","Looking for Ceramic tiles ? Bait Al Tasmim will provide you with various imported as well as locally manufactured ceramic tiles. Visit our shop located in Sharjah, UAE to check our wide selection of ceramic products as well as complete shower sets and light fittings.","Looking for Ceramic tiles ? Bait Al Tasmim will provide you with various imported as well as locally manufactured ceramic tiles. Visit our shop located in Sharjah, UAE to check our wide selection of ceramic products as well as complete shower sets and light fittings.",1614283133235.jpeg,0,"","",false,2021-02-27 08:56:15.367000,2021-08-22 09:57:42.000000,b58c0fef-0d54-4fb3-a0ad-6ba2a68fd229
0323b96f-1c4a-4b09-9991-d3b0ecf15880,2021-02-16T00:01:32.647Z,Dutile,Du Tiles LLC,Dubai,Al Qouz Industrial Area,97143472400,971553387751,Muhammad Muslim,http://www.dutiledubai.com/index.html,"""{\""location\"":\""https://goo.gl/maps/9uRprCZJrFDWccEi8\""}""","As the UAE progressively industrializes and diversifies its economy, We, a wholly-owned UAE national company has successfully established itself as one the largest indigenous producers of floor tiles and step & risers etc. in the region. We are the only specialized manufacturer of MARBLEX (MonoLayer) tiles in new generation tiles, used as wall mounting and flooring for interior and exterior purposes.","As the UAE progressively industrializes and diversifies its economy, We, a wholly-owned UAE national company has successfully established itself as one the largest indigenous producers of floor tiles and step & risers etc. in the region. We are the only specialized manufacturer of MARBLEX (MonoLayer) tiles in new generation tiles, used as wall mounting and flooring for interior and exterior purposes.",1613434675765.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-05-17 20:12:43.000000,a2b9ff65-d021-4dbd-a40c-d0b99cae8edb
033ecbf7-a420-4022-b0a9-23e83cd059ed,2021-01-30T13:50:08.395Z,Al Saif Al Dhahabi,Al Saif Al Dhahabi Refrigeration LLC,RAK,Al Nakheel,97172333653,971502715336,Srelal,"","""{\""location\"":\""https://goo.gl/maps/EXPaditg6EVR7Kho6\""}""","Al Saif Al Dhahabi located in Ras Al Khaimah, UAE is the best store to purchase all the HVAC products in bulk to save money. We have different sizes and designs of AHU, ducts, AC and HVAC accessories.","Al Saif Al Dhahabi located in Ras Al Khaimah, UAE is the best store to purchase all the HVAC products in bulk to save money. We have different sizes and designs of AHU, ducts, AC and HVAC accessories.",1615047808257.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-04-07 14:40:56.000000,6ce1db6d-5aa0-449a-9eb1-f795c543f9fb
0372a7ad-d68e-4910-811a-068f5629e211,2021-07-14T16:31:07.368Z,Al Sharqeya Gypsum & GRC,Al Sharqeya Gypsum & GRC,Abu Dhabi,Al Ain City Industrial Area,97137213433,971505552521,Adham,"","""{\""youtube\"":\""https://www.instagram.com/eastern.gypsum/?hl=fr\""}""",Please fill me,Please fill me,1626280453410.jpg,0,"","",false,2021-07-14 16:34:14.534000,2021-07-14 16:34:14.000000,a630e2b2-fad1-4700-92f0-378c6221d690
03a5112a-3fca-47bc-974e-60c2a216d9e6,2021-01-30T21:42:29.018Z,Agro Group,Agricultural Group L.L.C,Dubai,Al Nahda 1,97142665662,971501010986,Ibrahim,https://agrogroupdubai.com/,"""{\""location\"":\""https://goo.gl/maps/Tv3fLYp6bNRvt1Vy6\""}""","Agricultural Group LLC, was founded in 2004 a full-service landscape company based in Dubai, UAE. We are currently caring for over 500 properties with services ranging from landscape design and construction to indoor and outdoor plant maintenance, importing and exporting of plants offering a superior service at a competitive price. We use the most effective and efficient methods and equipment. Other services offered by the Agricultural Group L.L.C of companies include Design, installation and Maintenance of landscape areas and we are committed to supplying big variety and high quality of plants, palm trees, trees, ground covers, shrubs to satisfy our client’s needs.","Agricultural Group LLC, was founded in 2004 a full-service landscape company based in Dubai, UAE. We are currently caring for over 500 properties with services ranging from landscape design and construction to indoor and outdoor plant maintenance, importing and exporting of plants offering a superior service at a competitive price. We use the most effective and efficient methods and equipment. Other services offered by the Agricultural Group L.L.C of companies include Design, installation and Maintenance of landscape areas and we are committed to supplying big variety and high quality of plants, palm trees, trees, ground covers, shrubs to satisfy our client’s needs.",1611962273808.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-05-17 22:06:41.000000,16c2bd29-890a-4fe5-a520-c7ad62f07b94
03acb394-1599-43e3-bf39-5bbb0f7aa516,2021-09-02T16:21:08.103Z,JAF LED (Dubai),Wiiz Overseas General Trading LLC,Dubai,Business bay,97144311992,971504751143,Hari,"","""{}""",Please fill me,Please fill me,1630599732685.jpeg,0,"","",false,2021-09-02 16:22:12.811000,2021-09-02 16:22:12.000000,a7ba9371-0b6d-442e-bfc8-ab99ecb9a558
03d59e2d-5de2-40bf-a6b4-46080d303d2b,2021-09-12T11:59:50.161Z,Easy & Cool Electrical Appliances Trading,Easy & Cool Electrical Appliances Trading,Abu Dhabi,AL Ain city industrial area,97100000000,971567098684,Mohammed pial,"","""{}""",Please fill me,Please fill me,1631570836781.jpg,0,"","",false,2021-09-12 13:20:07.884000,2021-09-13 22:07:18.000000,cfe6f54f-808a-460f-af2c-04cc62927268
0476cfc9-657f-4b55-941c-6a26bcb637d6,2020-11-26T20:00:00.000Z,Marble Gallery,Marble Gallery Building Materials Trading LLC,Dubai,Rashidiya Umm Ramool,97142844445,971555669990,"",https://www.marblegallery.ae/,"""{\""location\"":\""https://g.page/marble-gallery-building-material?share\""}""","Marble Gallery is located at Rashidiya Umm Rammool, UAE. We are specialized in providing a wide range of sanitary ware and bathroom accessories.","Marble Gallery is located at Rashidiya Umm Rammool, UAE. We are specialized in providing a wide range of sanitary ware and bathroom accessories.",1611609054669.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-04-24 21:51:19.000000,c6c48606-7c43-4187-84ce-9c207b7d502c
08fd3142-38de-4805-b654-7ef5a5b750c5,2021-07-18T18:24:58.695Z,Mexico,Mexico Elect. Equip Trading Co. LLC,Sharjah,Rolla,97165616784,971503685452,Vishwamber Goud,"","""{}""",Please fill me,Please fill me,1626633615505.jpg,0,"","",false,2021-07-18 18:40:16.311000,2021-07-18 18:40:16.000000,caa12ad1-0a42-451f-9444-ede284838f66
0497d2be-1271-461e-adb5-9ba6f92447b8,2021-03-19T23:47:12.854Z,Top Link Building Equipment Rental,Top Link Building Equipment Rental LLC,Abu Dhabi,Musaffah M9,97100000000,971502032450,Zaid,"","""{\""location\"":\""https://goo.gl/maps/G3QLoLVEzsSYkotc9\""}""","Top Link Building Equipment Rental based in Abu Dhabi, UAE offers a complete equipment solution for each project and covers all scaffolding requirements and power generators on a rental basis.","Top Link Building Equipment Rental based in Abu Dhabi, UAE offers a complete equipment solution for each project and covers all scaffolding requirements and power generators on a rental basis.",1616199437038.jpeg,0,"","",false,2021-02-27 08:56:15.367000,2021-05-30 20:46:12.000000,3fb35838-14c9-4c15-b86e-d09c8181d97f
049d150b-3cc6-485a-98a7-653e97900ef0,2020-12-26T14:33:31.917Z,Al Hashem,Al Hashem Marble,Abu Dhabi,Musaffah,97125515700,971563331860,"",http://www.ahmc.ae/,"""{\""facebook\"":\""https://www.facebook.com/alhashem.uae/\"",\""location\"":\""https://goo.gl/maps/7nbxiUE9HjyK4wJQ7\""}""","Specialized in the supply and installation of natural & reconstituted stone and mosaics, Al Hashem Marble has established itself as a leader in the UAE market for the past 40 years.","Specialized in the supply and installation of natural & reconstituted stone and mosaics, Al Hashem Marble has established itself as a leader in the UAE market for the past 40 years.",1611642989029.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-02-27 08:56:15.367000,78d47e27-7bba-443e-a0d2-74beab71114d
04b7921d-f1cb-42bb-943b-be46ed83cd94,2021-07-17T16:01:22.382Z,Naja Sanitary,Naja Sanitary Ware Trading Co. LLC,Sharjah,Rolla,97165353134,971524829338,Mr. Naja,"","""{}""",Please fill me,Please fill me,1626539130928.jpg,0,"","",false,2021-07-17 16:25:31.147000,2021-07-17 16:25:31.000000,a8c366d4-06f5-45ec-bb85-1ea1353a09fd
04c0dafc-f535-4259-ac93-a951ab0712c6,2021-05-30T19:30:44.817Z,Mountain Way,Mountain Way,Abu Dhabi,Musaffah M9,97125557437,971503650718,Hamid,"","""{}""",Please fill me,Please fill me,1622323786210.png,1,"","",false,2021-05-29 21:29:46.743000,2021-09-19 20:37:02.000000,f8ec9388-7b9c-4127-850c-b89a6f14c0e3
0506ef35-33df-42ec-8dd2-e4a562bb7472,2020-12-26T07:58:09.799Z,Tamouh,Tamouh fire and safety EST,Abu Dhabi,Defense Street,97126417990,971555040012,Marlyn,https://www.tamouh.ae/,"""{\""facebook\"":\""https://www.facebook.com/Tamouh-Fire-safety-1030528490334716/\"",\""location\"":\""https://www.google.com/maps/place/Europcar/@24.4921259,54.3588093,17z/data=!4m12!1m6!3m5!1s0x3e5e3400236552eb:0x24cfc5cc5d98e4bc!2sEuropcar!8m2!3d24.4921259!4d54.3610033!3m4!1s0x3e5e3400236552eb:0x24cfc5cc5d98e4bc!8m2!3d24.4921259!4d54.3610033\""}""","TAMOUH FIRE & SAFETY LLC  is a locally established company in the UAE operating throughout Abu Dhabi. Our company is classified by Abu Dhabi Civil Defense Authority as A+, and we are a member of Khalifa Fund and British Safety Council.
We offer a wide range of fire safety solutions and products to guarantee your safety.","TAMOUH FIRE & SAFETY LLC  is a locally established company in the UAE operating throughout Abu Dhabi. Our company is classified by Abu Dhabi Civil Defense Authority as A+, and we are a member of Khalifa Fund and British Safety Council.
We offer a wide range of fire safety solutions and products to guarantee your safety.",1611642898563.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-04-20 11:49:43.000000,592c7f1f-ec01-4e70-8730-22011674dddd
0519f4a1-b52d-4bb5-a2cb-fe1082215ad9,2021-02-11T11:29:12.395Z,Gulf Star Glass & Aluminum,Gulf Star Glass & Aluminum,RAK,Al Faliyah,97172272915,971000000000,Mohammad saeed,"","""{}""",Please fill me,Please fill me,1613045252063.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-02-27 08:56:15.367000,fbd335d8-1915-463d-a4b2-cc0f68d2d070
05367c68-943f-40f2-86c7-8caf62710aa1,2021-06-24T15:00:15.058Z,Abdul Rasheed BMT,Abdul Rasheed Buildings Material Trading LLC,Ajman,Jurf Industrial Area 3,97165330017,971563009305,Aqeel Ahmed,http://abdulrasheedtrading.com/,"""{\""youtube\"":\""https://www.instagram.com/abdulrasheed_arb/\""}""",Please fill me,Please fill me,1624547175205.jpg,0,"","",false,2021-06-24 15:06:15.514000,2021-06-24 15:06:15.000000,c19e71f8-e5b8-43c0-b4a4-46afa2c9ff5f
0588fe3d-d8c2-4755-a6cc-170c517b004b,2021-07-14T20:08:35.274Z,Al Mutairi Group,Al Mutairi Factory for Furniture Industry,Ajman,Al Jurf,97165530088,971555554819,Zakarya Abdel Majeed,https://almutairigroup.com/,"""{}""",Please fill me,Please fill me,1626294118865.jpg,0,"","",false,2021-07-14 20:21:59.752000,2021-07-14 20:21:59.000000,726703a6-26be-4f0d-b840-c2b817e1bee5
0592da98-7fec-4a8f-bdd4-72236fda07c5,2020-12-27T13:23:16.457Z,Golden Home,Golden Home Paints Trading,Abu Dhabi,AL Najda Street,97125582582,971559312524,Sales Executive: Shabeeb,"","""{\""location\"":\""https://goo.gl/maps/nrbiERTQuPLuV15NA\""}""","Golden Home Paints Trading located in Abu Dhabi, UAE offers a wide selection of authentic colors and helps you create unique looks for your projects at every price point.","Golden Home Paints Trading located in Abu Dhabi, UAE offers a wide selection of authentic colors and helps you create unique looks for your projects at every price point.",1611644389146.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-04-20 11:19:54.000000,1b672e4f-be15-41b1-9095-d47ab776c8e4
05941ac3-064b-484a-8804-c853fd0721e6,2021-01-19T22:58:28.895Z,Al Rajhi,Al Rajhi For Iron Works And Decoration,Dubai,Al Warsan 3,971565941497,971505331256,"",https://www.rajhisteel.com.sa/,"""{\""youtube\"":\""https://www.instagram.com/rajhisteel/?hl=en\"",\""location\"":\""https://goo.gl/maps/uAECwUDtZyYLK9kW6\""}""","Since the establishment of Al-Rajhi co. for Iron Works And decoration about 25 years ago and till today, it has been serving its clients through its showrooms in the UAE that spread from the North of the country to the South, and from its East to the west, providing the latest designs and the best products, such as iron, stainless steel, fiberglass, and wooden doors and handrails.","Since the establishment of Al-Rajhi co. for Iron Works And decoration about 25 years ago and till today, it has been serving its clients through its showrooms in the UAE that spread from the North of the country to the South, and from its East to the west, providing the latest designs and the best products, such as iron, stainless steel, fiberglass, and wooden doors and handrails.",1611647092751.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-04-23 12:27:57.000000,6f387147-546a-40f0-8ecf-bde0ebcde336
05c04b90-b116-49e9-a818-a949690e5e0e,2020-12-28T08:19:53.223Z,Floor Expo,Floor Expo L.L.C,Abu Dhabi,Musaffah,97126665593,971504176419,Rami Al Dimasi,https://www.floorexpouae.com/,"""{\""facebook\"":\""https://www.facebook.com/FloorExpo1989/\"",\""location\"":\""https://g.page/FloorExpouae/review?gm\""}""","Floor Expo has grown up to become one of the top flooring specialists in the UAE because of the quality service and expertise that we offer.
We are recognized for consistency with regards to high-quality products that offer
a variety of choices at a very competitive price. Floor Expo sets new flooring standards that incorporate aesthetics with quality that lasts a lifetime.
","Floor Expo has grown up to become one of the top flooring specialists in the UAE because of the quality service and expertise that we offer.
We are recognized for consistency with regards to high-quality products that offer
a variety of choices at a very competitive price. Floor Expo sets new flooring standards that incorporate aesthetics with quality that lasts a lifetime.
",1611645340549.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-04-20 10:51:40.000000,2f9a8005-1af8-4349-b3f8-62a1371255e6
05d9585e-4410-4306-9792-6ce99b4041c9,2021-09-12T20:11:45.421Z,Nahel Electrical,Nahel Electrical Est,Abu Dhabi,Al Ain city Main street,97137641008,971561625766,Mahya Askari,"","""{}""",Please fill me,Please fill me,1631571049639.jpg,1,"","",false,2021-09-12 21:02:15.508000,2021-09-21 06:04:23.000000,f7a49a28-c75d-4d82-9045-5b31baa240ce
064210f6-c767-4eba-9195-84f6b083a859,2021-09-11T14:57:15.353Z,China Lighting World,China Lighting World,Abu Dhabi,Al Ain city industrial area,97137354869,971564642035,Yana,"","""{}""",Please fill me,Please fill me,1631375002861.png,0,"","",false,2021-09-11 15:43:23.224000,2021-09-11 15:43:23.000000,1faf2d63-6141-44ee-a376-369ee59e3af1
090b5c90-b7d7-4ff1-9d7d-276fffb9f597,2021-09-19T11:55:38.246Z,Bait Al Ezz Electronics,Bait Al Ezz Electronics  Co llc,Abu Dhabi,Al Ain city Main street,97137512010,971503305215,Wali Akbar,"","""{}""",Please fill me,Please fill me,1632055243379.png,0,"","",false,2021-09-19 12:40:43.557000,2021-09-19 12:40:43.000000,d1490030-6542-46eb-a2e2-4f7d70057c70
0658e10a-a080-4b12-a504-f02ea37488ff,2021-03-16T11:57:05.187Z,IE Haiwa,IE Haiwa International Building Materials Trading,Sharjah,Industrial Area 4,97165398464,971544754396,Miya,"","""{\""location\"":\""https://goo.gl/maps/YcA6umFNZaJHAbhy6\""}""","Our Company is located in Industrial Area 4, Sharjah, UAE. We are known for selling all kinds of  finishing materials such as ceramic, granite and  marbles.","Our Company is located in Industrial Area 4, Sharjah, UAE. We are known for selling all kinds of  finishing materials such as ceramic, granite and  marbles.",1615900744427.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-08-22 11:32:48.000000,79b3a512-0931-4dba-b678-0beaf9173b8d
06c9ca24-ccd1-4b51-be5a-438e86e033e0,2021-09-12T09:42:07.788Z,Anchor Aluminium Works,Anchor Aluminium Works,Abu Dhabi,AL Ain City Industrial Area,97100000000,971566294708,Javed,"","""{}""",Please fill me,Please fill me,1632175201112.png,0,"","",false,2021-09-12 09:51:38.753000,2021-09-20 22:00:01.000000,a66beca9-9cf0-477e-9baa-1936623a5051
06ea7507-0370-4fac-b32f-8b3200b8a601,2020-12-26T15:03:38.969Z,SLPT,Spectrum line paints trading llc,Dubai,Al Qouz,97142820955,971586480955,"","","""{\""location\"":\""https://goo.gl/maps/75LJGZy58fanR1WY8\""}""","Spectrum Line Paints is located in Al Qouz Industrial Area 2, Dubai, UAE. We have a wide range of paint colors and brands for your indoors and outdoors. We also provide the basic tools and equipment required for the painting works. Please feel free to contact us anytime.","Spectrum Line Paints is located in Al Qouz Industrial Area 2, Dubai, UAE. We have a wide range of paint colors and brands for your indoors and outdoors. We also provide the basic tools and equipment required for the painting works. Please feel free to contact us anytime.",1611643019123.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-04-28 10:39:17.000000,11e3bb88-9461-4b5d-9885-3630fe2280db
074009b1-7595-4429-87f1-4c0abcdbaac5,2021-03-11T21:16:01.970Z,Al Maha,Al Maha Marbles Trading,Sharjah,Industrial Area 4,97165270630,971586237082,Sodhi,"","""{\""location\"":\""https://goo.gl/maps/LoGJXCj1UNQVjQYG7\""}""","Established in 2010, Al Maha Marbles Trading is one of the major  suppliers of natural stone in Sharjah, UAE. We provide a wide range of Marble, Granite, Sand stones slates, Lime stone, pebbles & cobbles. We are also well equipped with highly developed cutting, Grinding, Polishing, fixing and designing technology of marbles and granites. We have skilled and dedicated manpower with trained masons to accomplish the work according to the customer needs.","Established in 2010, Al Maha Marbles Trading is one of the major  suppliers of natural stone in Sharjah, UAE. We provide a wide range of Marble, Granite, Sand stones slates, Lime stone, pebbles & cobbles. We are also well equipped with highly developed cutting, Grinding, Polishing, fixing and designing technology of marbles and granites. We have skilled and dedicated manpower with trained masons to accomplish the work according to the customer needs.",1615417640297.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-08-22 09:24:38.000000,d5bc3ef9-5f06-4129-a897-536c9cd16aa5
